0.00000030,0.99999970
0.99983301,0.00016699
0.00391796,0.99608204
0.00000348,0.99999652
0.00000039,0.99999961
0.00001493,0.99998507
0.00000060,0.99999940
0.99999759,0.00000241
0.00930891,0.99069109
0.00000460,0.99999540
0.99927590,0.00072410
0.00000000,1.00000000
0.00000134,0.99999866
0.99803932,0.00196068
0.99999990,0.00000010
0.00000862,0.99999138
0.00000002,0.99999998
0.99999480,0.00000520
0.98648803,0.01351197
0.00000027,0.99999973
0.99999984,0.00000016
0.00000055,0.99999945
0.00930191,0.99069809
0.00000025,0.99999975
0.99762950,0.00237050
0.99898238,0.00101762
0.99175430,0.00824570
0.00000068,0.99999932
0.00000002,0.99999998
0.00521291,0.99478709
0.00000020,0.99999980
0.00000001,0.99999999
0.00000964,0.99999036
0.99999830,0.00000170
0.99999770,0.00000230
0.99874630,0.00125370
0.00000000,1.00000000
0.00931239,0.99068761
0.00000000,1.00000000
0.99914699,0.00085301
0.00000020,0.99999980
0.02453212,0.97546788
0.00000001,0.99999999
0.00000002,0.99999998
0.99999955,0.00000045
0.00000043,0.99999957
0.00000000,1.00000000
0.99999990,0.00000010
0.99957836,0.00042164
0.00272725,0.99727275
0.99990793,0.00009207
0.99999990,0.00000010
0.99999939,0.00000061
0.00000093,0.99999907
0.00308638,0.99691362
0.00000000,1.00000000
0.99990677,0.00009323
0.99963243,0.00036757
0.99539061,0.00460939
0.99999732,0.00000268
0.99999566,0.00000434
0.99999923,0.00000077
0.99999990,0.00000010
0.00269302,0.99730698
0.00552132,0.99447868
0.99999876,0.00000124
0.00001322,0.99998678
0.99999321,0.00000679
0.99999990,0.00000010
0.99989634,0.00010366
0.01591945,0.98408055
0.99999990,0.00000010
0.99991180,0.00008820
0.00000000,1.00000000
0.00000005,0.99999995
0.02150166,0.97849834
0.99999990,0.00000010
0.00000000,1.00000000
0.99999990,0.00000010
0.00263878,0.99736122
0.03954232,0.96045768
0.00000355,0.99999645
0.05950672,0.94049328
0.00931420,0.99068580
0.00000009,0.99999991
0.99958820,0.00041180
0.99735044,0.00264956
0.99999494,0.00000506
0.99999990,0.00000010
0.00931560,0.99068440
0.99999990,0.00000010
0.99999924,0.00000076
0.00000000,1.00000000
0.02306545,0.97693455
0.00001841,0.99998159
0.99999990,0.00000010
0.99999990,0.00000010
0.00000000,1.00000000
0.00000016,0.99999984
0.00587729,0.99412271
0.00000064,0.99999936
0.00000864,0.99999136
0.16157277,0.83842723
0.00931460,0.99068540
0.00000000,1.00000000
0.99544934,0.00455066
0.00000000,1.00000000
0.00001052,0.99998948
0.99999990,0.00000010
0.06744051,0.93255949
0.00000999,0.99999001
0.00001778,0.99998222
0.99939105,0.00060895
0.00000019,0.99999981
0.99999967,0.00000033
0.99999990,0.00000010
0.00931036,0.99068964
0.00001880,0.99998120
0.00825510,0.99174490
0.99999990,0.00000010
0.00000003,0.99999997
0.00514866,0.99485134
0.99999990,0.00000010
0.99999061,0.00000939
0.99999964,0.00000036
0.99996152,0.00003848
0.99675513,0.00324487
0.99999990,0.00000010
0.00000370,0.99999630
0.00683689,0.99316311
0.00000205,0.99999795
0.00932613,0.99067387
0.00000037,0.99999963
0.00264067,0.99735933
0.00000132,0.99999868
0.23948453,0.76051547
0.00000041,0.99999959
0.00931239,0.99068761
0.99997138,0.00002862
0.99990937,0.00009063
0.00931460,0.99068540
0.01133035,0.98866965
0.00001120,0.99998880
0.00000076,0.99999924
0.00000000,1.00000000
0.00000003,0.99999997
0.00000000,1.00000000
0.00000000,1.00000000
0.99999989,0.00000011
0.99989426,0.00010574
0.88589988,0.11410012
0.99999990,0.00000010
0.99999989,0.00000011
0.00000059,0.99999941
0.99999987,0.00000013
0.99923674,0.00076326
0.99999852,0.00000148
0.99999932,0.00000068
0.00929632,0.99070368
0.99913798,0.00086202
0.00354069,0.99645931
0.00566005,0.99433995
0.00400199,0.99599801
0.00000000,1.00000000
0.99883961,0.00116039
0.99999979,0.00000021
0.99999917,0.00000083
0.00931239,0.99068761
0.02055962,0.97944038
0.99468752,0.00531248
0.02778934,0.97221066
0.99999962,0.00000038
0.99999990,0.00000010
0.99993345,0.00006655
0.99999834,0.00000166
0.00000000,1.00000000
0.00931239,0.99068761
0.99134134,0.00865866
0.00319541,0.99680459
0.00931239,0.99068761
0.99998801,0.00001199
0.00928649,0.99071351
0.99999667,0.00000333
0.99999965,0.00000035
0.38469587,0.61530413
0.99999330,0.00000670
0.99999990,0.00000010
0.99999942,0.00000058
0.00000030,0.99999970
0.03069866,0.96930134
0.00000437,0.99999563
0.99985517,0.00014483
0.00000001,0.99999999
0.01239465,0.98760535
0.00885804,0.99114196
0.00000000,1.00000000
0.27321034,0.72678966
0.99999990,0.00000010
0.00527502,0.99472498
0.99999078,0.00000922
0.00476022,0.99523978
0.00389613,0.99610387
0.99998223,0.00001777
0.99235637,0.00764363
0.99999441,0.00000559
0.00000331,0.99999669
0.00788620,0.99211380
0.00994307,0.99005693
0.00725281,0.99274719
0.99999990,0.00000010
0.00949080,0.99050920
0.99999927,0.00000073
0.99995446,0.00004554
0.99999952,0.00000048
0.00000029,0.99999971
0.99979444,0.00020556
0.99999942,0.00000058
0.00000000,1.00000000
0.99871215,0.00128785
0.99990646,0.00009354
0.00932848,0.99067152
0.00932358,0.99067642
0.99984310,0.00015690
0.00000000,1.00000000
0.99999990,0.00000010
0.00000466,0.99999534
0.00928969,0.99071031
0.99999978,0.00000022
0.99999846,0.00000154
0.99955224,0.00044776
0.21877046,0.78122954
0.02242533,0.97757467
0.99987064,0.00012936
0.99999605,0.00000395
0.99999591,0.00000409
0.99999854,0.00000146
0.99664447,0.00335553
0.00931239,0.99068761
0.99999990,0.00000010
0.99999629,0.00000371
0.96677404,0.03322596
0.00000000,1.00000000
0.99999990,0.00000010
0.00468733,0.99531267
0.00525883,0.99474117
0.99999990,0.00000010
0.00000583,0.99999417
0.00000914,0.99999086
0.99999990,0.00000010
0.00725128,0.99274872
0.01007527,0.98992473
0.99999990,0.00000010
0.99999259,0.00000741
0.99999984,0.00000016
0.00000583,0.99999417
0.99999990,0.00000010
0.99999236,0.00000764
0.00000916,0.99999084
0.99999990,0.00000010
0.00000445,0.99999555
0.99998332,0.00001668
0.99999990,0.00000010
0.00930852,0.99069148
0.99999987,0.00000013
0.99999948,0.00000052
0.99998361,0.00001639
0.01079507,0.98920493
0.00000000,1.00000000
0.00000214,0.99999786
0.00472666,0.99527334
0.99999965,0.00000035
0.99999990,0.00000010
0.00000116,0.99999884
0.99999965,0.00000035
0.00000088,0.99999912
0.99999990,0.00000010
0.00332393,0.99667607
0.99992838,0.00007162
0.00000175,0.99999825
0.99991875,0.00008125
0.01917079,0.98082921
0.99998850,0.00001150
0.99999508,0.00000492
0.99806299,0.00193701
0.10051091,0.89948909
0.00932044,0.99067956
0.00000150,0.99999850
0.00000006,0.99999994
0.99999990,0.00000010
0.00929838,0.99070162
0.01036481,0.98963519
0.01859474,0.98140526
0.99996241,0.00003759
0.99505981,0.00494019
0.00001052,0.99998948
0.00000002,0.99999998
0.99999615,0.00000385
0.00929480,0.99070520
0.00000065,0.99999935
0.99999990,0.00000010
0.00000030,0.99999970
0.99997199,0.00002801
0.99999208,0.00000792
0.99999990,0.00000010
0.00928859,0.99071141
0.00000019,0.99999981
0.00000101,0.99999899
0.00931502,0.99068498
0.00928663,0.99071337
0.99837350,0.00162650
0.00000002,0.99999998
0.00000590,0.99999410
0.00000162,0.99999838
0.99999990,0.00000010
0.99956400,0.00043600
0.00313359,0.99686641
0.99697528,0.00302472
0.99999990,0.00000010
0.00493919,0.99506081
0.00000056,0.99999944
0.99999884,0.00000116
0.99996381,0.00003619
0.00930976,0.99069024
0.00000331,0.99999669
0.99999130,0.00000870
0.01622878,0.98377122
0.02025797,0.97974203
0.00000024,0.99999976
0.99999990,0.00000010
0.99999970,0.00000030
0.99999990,0.00000010
0.99999989,0.00000011
0.99999945,0.00000055
0.99843635,0.00156365
0.00000000,1.00000000
0.99999990,0.00000010
0.00000027,0.99999973
0.00000000,1.00000000
0.99999990,0.00000010
0.00737936,0.99262064
0.99999990,0.00000010
0.00000000,1.00000000
0.00931943,0.99068057
0.00001880,0.99998120
0.99947401,0.00052599
0.00000063,0.99999937
0.99946080,0.00053920
0.02150893,0.97849107
0.99999990,0.00000010
0.99999364,0.00000636
0.99913165,0.00086835
0.99999949,0.00000051
0.00695872,0.99304128
0.80792558,0.19207442
0.99999985,0.00000015
0.00931500,0.99068500
0.00001909,0.99998091
0.00001084,0.99998916
0.99999605,0.00000395
0.00484500,0.99515500
0.99981602,0.00018398
0.00000012,0.99999988
0.00757385,0.99242615
0.99423314,0.00576686
0.99766509,0.00233491
0.00931239,0.99068761
0.99999990,0.00000010
0.00347592,0.99652408
0.02529587,0.97470413
0.00000004,0.99999996
0.00404712,0.99595288
0.99974030,0.00025970
0.00000109,0.99999891
0.01045354,0.98954646
0.00260229,0.99739771
0.00463809,0.99536191
0.99799936,0.00200064
0.00264557,0.99735443
0.00000013,0.99999987
0.00000006,0.99999994
0.99999863,0.00000137
0.00565131,0.99434869
0.00000000,1.00000000
0.00000032,0.99999968
0.99009681,0.00990319
0.00000413,0.99999587
0.68528572,0.31471428
0.99999990,0.00000010
0.99999606,0.00000394
0.99999990,0.00000010
0.99999990,0.00000010
0.99996323,0.00003677
0.99999415,0.00000585
0.01449382,0.98550618
0.99294325,0.00705675
0.99998069,0.00001931
0.00000662,0.99999338
0.94976068,0.05023932
0.99999990,0.00000010
0.99893877,0.00106123
0.00929753,0.99070247
0.00000053,0.99999947
0.99946785,0.00053215
0.00000000,1.00000000
0.00000398,0.99999602
0.00000531,0.99999469
0.00000359,0.99999641
0.00000070,0.99999930
0.99755831,0.00244169
0.01155588,0.98844412
0.00931239,0.99068761
0.00000075,0.99999925
0.10746061,0.89253939
0.99997349,0.00002651
0.99993235,0.00006765
0.99932416,0.00067584
0.01472302,0.98527698
0.00928461,0.99071539
0.00867437,0.99132563
0.99998164,0.00001836
0.99999990,0.00000010
0.96171310,0.03828690
0.99999990,0.00000010
0.99999990,0.00000010
0.99867019,0.00132981
0.99999856,0.00000144
0.99853425,0.00146575
0.99997231,0.00002769
0.95307954,0.04692046
0.00433520,0.99566480
0.99974128,0.00025872
0.00000033,0.99999967
0.99972973,0.00027027
0.06621923,0.93378077
0.00001021,0.99998979
0.99997953,0.00002047
0.00932076,0.99067924
0.00000005,0.99999995
0.99999691,0.00000309
0.00000075,0.99999925
0.99999188,0.00000812
0.00930378,0.99069622
0.02481119,0.97518881
0.99999023,0.00000977
0.99133842,0.00866158
0.09932274,0.90067726
0.00000008,0.99999992
0.99711912,0.00288088
0.00000147,0.99999853
0.99997422,0.00002578
0.12570485,0.87429515
0.00000000,1.00000000
0.99999388,0.00000612
0.99999988,0.00000012
0.00000000,1.00000000
0.99999990,0.00000010
0.00000005,0.99999995
0.99999878,0.00000122
0.09568181,0.90431819
0.99999581,0.00000419
0.00000637,0.99999363
0.99994602,0.00005398
0.99997312,0.00002688
0.99992064,0.00007936
0.99993016,0.00006984
0.99934967,0.00065033
0.00000000,1.00000000
0.00931239,0.99068761
0.99801416,0.00198584
0.00001384,0.99998616
0.99908231,0.00091769
0.99142696,0.00857304
0.99999958,0.00000042
0.99999932,0.00000068
0.99999990,0.00000010
0.99999990,0.00000010
0.99999990,0.00000010
0.01267822,0.98732178
0.00332930,0.99667070
0.99999990,0.00000010
0.99999148,0.00000852
0.00000000,1.00000000
0.99999990,0.00000010
0.00000728,0.99999272
0.00000058,0.99999942
0.00000010,0.99999990
0.00504537,0.99495463
0.99998918,0.00001082
0.99998986,0.00001014
0.00798749,0.99201251
0.99999990,0.00000010
0.96243714,0.03756286
0.00759553,0.99240447
0.00000000,1.00000000
0.99936680,0.00063320
0.99999990,0.00000010
0.99999944,0.00000056
0.99980970,0.00019030
0.00000000,1.00000000
0.99977235,0.00022765
0.99996460,0.00003540
0.99999990,0.00000010
0.01134634,0.98865366
0.99999990,0.00000010
0.99999707,0.00000293
0.00001747,0.99998253
0.00000000,1.00000000
0.99999990,0.00000010
0.99900977,0.00099023
0.00000008,0.99999992
0.99801059,0.00198941
0.01002991,0.98997009
0.00930655,0.99069345
0.00274008,0.99725992
0.00001043,0.99998957
0.01581437,0.98418563
0.99918811,0.00081189
0.99999990,0.00000010
0.99990501,0.00009499
0.00000184,0.99999816
0.99671892,0.00328108
0.99951474,0.00048526
0.00000011,0.99999989
0.99999779,0.00000221
0.99999990,0.00000010
0.00965129,0.99034871
0.00324506,0.99675494
0.99999990,0.00000010
0.99999171,0.00000829
0.99979439,0.00020561
0.99990032,0.00009968
0.99999990,0.00000010
0.00000415,0.99999585
0.00000400,0.99999600
0.99996466,0.00003534
0.00000919,0.99999081
0.99999023,0.00000977
0.00408418,0.99591582
0.99998350,0.00001650
0.00445221,0.99554779
0.00479349,0.99520651
0.00931197,0.99068803
0.00001001,0.99998999
0.94340988,0.05659012
0.99892809,0.00107191
0.00000458,0.99999542
0.99999956,0.00000044
0.99692686,0.00307314
0.99999978,0.00000022
0.10543579,0.89456421
0.99999990,0.00000010
0.99999326,0.00000674
0.99597817,0.00402183
0.99968996,0.00031004
0.00000147,0.99999853
0.02795021,0.97204979
0.00000033,0.99999967
0.99911361,0.00088639
0.00000000,1.00000000
0.00000014,0.99999986
0.10663636,0.89336364
0.99995158,0.00004842
0.99999980,0.00000020
0.00000044,0.99999956
0.00000000,1.00000000
0.99801108,0.00198892
0.00000125,0.99999875
0.99999969,0.00000031
0.00000015,0.99999985
0.99999990,0.00000010
0.99999271,0.00000729
0.99999990,0.00000010
0.00000276,0.99999724
0.00000005,0.99999995
0.45249837,0.54750163
0.99999344,0.00000656
0.17055229,0.82944771
0.00000002,0.99999998
0.06764415,0.93235585
0.00000142,0.99999858
0.99996918,0.00003082
0.00000007,0.99999993
0.00000081,0.99999919
0.99997380,0.00002620
0.00000000,1.00000000
0.00581354,0.99418646
0.99998216,0.00001784
0.00000571,0.99999429
0.00932063,0.99067937
0.00791152,0.99208848
0.00000029,0.99999971
0.00000012,0.99999988
0.99999953,0.00000047
0.99969564,0.00030436
0.99999990,0.00000010
0.00714810,0.99285190
0.99999987,0.00000013
0.00931239,0.99068761
0.00000319,0.99999681
0.37981372,0.62018628
0.99999266,0.00000734
0.04240178,0.95759822
0.99999022,0.00000978
0.00000000,1.00000000
0.99999990,0.00000010
0.99940228,0.00059772
0.99999609,0.00000391
0.00000000,1.00000000
0.99987259,0.00012741
0.99947934,0.00052066
0.00306992,0.99693008
0.00560639,0.99439361
0.99999990,0.00000010
0.29723915,0.70276085
0.00000007,0.99999993
0.99999134,0.00000866
0.98086480,0.01913520
0.00000000,1.00000000
0.00891771,0.99108229
0.00000000,1.00000000
0.00000000,1.00000000
0.02608648,0.97391352
0.99999990,0.00000010
0.00000000,1.00000000
